data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,type
95.619,56.97,44.121,57.68,114.97,178.65,128,79.54,94.217,79.62,62.867,82.397,118.2,179.09,89.995,96.773,15496,10393,9298,12346,21841,32068,22990,14907,15939,13377,11732,14445,21488,29398,15236,15414,10
109.9,63.948,42.513,59.516,99.594,175.93,118.77,79.013,99.849,83.46,67.781,79.113,117.59,167.41,88.721,107.78,17173,10891,8737,12164,20979,32958,22346,14503,16589,13815,12388,14083,21868,27431,15709,16422,10
106.63,62.276,44.668,59.062,106.5,170.72,109.87,73.841,103.28,83.063,69.302,77.772,116.63,169.36,83.493,98.982,16930,11036,9229,11743,21487,31179,20688,13561,17579,14005,12592,13565,21289,26457,14870,15586,10
110.56,57.828,44.23,60.121,107.71,179.74,105.34,79.49,101.21,77.882,65.084,72.205,114.88,171.71,79.166,99.273,17082,10388,9502,11885,21718,31419,19678,13795,16130,12848,11665,13224,21194,27320,14211,15243,10
85.526,49.014,48.315,56.9,113.55,184.76,115.21,83.616,91.794,75.778,58.827,74.547,108.27,174.11,72.126,82.552,14934,9920,10239,12059,22775,30951,20368,14688,14787,12869,10920,13538,20386,27533,14252,13325,10
87.727,50.245,48.982,57.763,109.59,172.74,119.31,84.658,87.322,72.27,52.186,74.836,109.9,168.17,72.76,83.279,14483,9276,10038,12225,21392,30469,19362,14177,13908,12085,10199,12920,19391,26664,14263,13422,10
96.14,56.441,52.506,59.828,129.28,157.7,126.33,85.825,80.805,75.617,56.802,91.959,131.38,208.09,80.429,91.473,16071,9891,10595,12804,23404,28368,19699,14184,13811,12207,10760,15173,21780,29830,15790,15066,10
102.15,57.259,49.912,61.883,137.02,145.43,119.1,81.607,83.802,71.444,56.82,89.736,132.2,205.35,77.301,93.632,16223,9917,10410,12300,22948,27139,19305,13609,13961,11446,11036,15427,22183,29983,14891,15520,10
107.78,63.195,50.077,62.587,131.02,144.47,113.99,84.03,91.637,78.792,63.399,87.444,126.9,196.03,83.867,110.54,17240,11112,11273,12715,22771,27642,20115,14165,14744,12176,11724,15837,22751,30590,15665,16634,10
108.83,58.985,45.637,57.587,112.75,145.46,101.71,81.438,87.652,72.221,60.881,73.957,110.37,166.11,79.989,103.6,16184,10446,10527,12204,21349,27352,19557,14376,14061,11522,11238,13955,20286,27980,14463,14974,10
105.83,56.763,50.213,56.142,98.065,150.23,93.896,76.193,80.257,71.533,59.164,69.543,112.22,170.1,83.109,100.74,15880,10148,11244,12830,22508,28500,18392,14744,13407,11649,11151,13397,19827,28041,14844,15355,10
110.82,52.367,51.533,59.278,106.42,144.3,95.108,76.051,78.18,74.076,56.254,73.123,128.94,194.59,78.723,92.106,15970,9669,11193,12856,23715,28227,19084,15258,13628,11551,11377,13718,21110,30121,13933,14951,10
106.51,63.671,59.199,61.788,112.25,147.43,99.319,86.436,83.454,73.734,58.454,79.979,135.3,194.87,84.18,97.676,16237,11264,12398,13536,24820,29042,18957,16106,14400,11766,11570,14533,22748,30216,14646,15712,10
119.69,69.564,55.606,60.157,118.56,149.77,101.31,88.316,94.936,79.603,62.072,83.301,134.27,182.14,93.838,118.79,16599,11941,11786,12860,23989,28997,19744,15629,15357,12336,11756,14688,23429,28316,15079,16590,10
107.56,70.051,54.08,58.54,110.37,147.1,103.01,81.573,85.447,76.257,60.649,76.962,119.37,150.59,98.468,119.98,15187,12097,11020,11862,21950,27760,18642,14272,13707,12394,10824,14010,21999,24098,15936,16371,10
103.9,63.563,47.937,58.38,109.51,147,109.93,76.741,83.857,78.896,60.456,74.407,106.7,145.3,92.578,114.76,14802,11349,9931,10971,21925,29208,19740,13630,13496,12301,11013,13580,20984,23467,15870,15911,10
90.866,58.362,47.747,56.301,98.91,145.84,111.57,76.255,76.719,74.098,55.829,66.995,93.094,140.13,81.321,97.775,14793,11730,9648,10596,20320,28570,20064,13342,13015,12026,10593,12848,18488,23471,15065,15313,10
89.65,55.865,47.241,53.793,107.39,151.69,112.94,85.478,81.519,70.36,51.818,71.99,101.41,151.38,73.604,86.768,15003,11210,9780,11196,22175,29376,20213,14078,13588,11433,10506,13358,18600,25009,14576,14237,10
87.24,56.828,46.494,52.39,104.25,148.77,113.52,77.31,77.527,67.201,48.79,62.388,100.27,152.94,72.515,87.453,14148,11137,9563,11305,20808,28814,20372,13542,12636,10711,9717,12404,17437,25695,13897,13878,10
88.486,60.43,45.749,54.185,106.17,143.94,115.06,79.341,77.447,65.353,50.031,59.256,106.07,160.67,73.362,84.333,14028,10519,10070,11672,21381,28489,19467,14049,12474,10178,9551,12011,18025,26921,14155,13161,10
94.363,63.829,49.074,53.815,99.119,146.67,118.61,72.984,81.015,65.688,52.521,52.763,100.28,158.08,75.125,94.109,13725,11326,10704,11588,19679,28607,19752,13951,12499,10210,10017,11138,17431,25872,13968,13993,10
91.507,65.556,50.965,50.197,103.33,153.31,115.23,73.481,83.316,69.608,52.116,56.436,106.1,145.85,72.624,92.047,13731,11442,10998,11712,20879,27465,19623,14122,13549,10967,10247,11733,17767,23360,13866,13690,10
80.039,61.307,53.84,49.321,101.31,147,111.83,72.043,79.485,68.83,51.779,64.872,110.22,154.23,77.678,88.054,13030,11742,10748,11378,20087,26723,18890,14009,13540,11221,10063,12016,18535,23581,14102,13284,10
79.248,60.369,49.646,47.113,107.28,162.49,109.84,76.003,83.518,73.936,55.351,68.563,116.86,176.9,82.795,84.126,13700,11219,10081,10846,21538,28071,18584,13875,13750,11692,10155,12484,19830,26504,15019,13104,10
31.914,19.072,13.799,20.873,25.6,27.549,29.731,26.045,23.466,16.941,18.923,15.667,23.476,24.045,23.849,24.49,3739,2512,1901,2242,3118,4642,5070,4465,2750,2137,1999,1690,3243,4303,4126,4978,11
35.287,22.096,16.119,20.97,26.995,32.668,37.414,35.036,24.866,18.476,18.768,15.073,24.423,27.11,24.13,28.555,3347,2851,2248,2114,5001,5845,4634,3232,2376,2619,2899,2678,4226,7207,3992,3998,11
32.892,18.385,13.25,20.639,32.058,26.044,30.248,23.628,22.547,17.365,20.194,15.065,31.878,21.468,20.457,20.833,3154,2049,1629,1982,2372,2754,2594,2896,1971,1597,1747,1650,2160,2225,1897,3425,11
34.221,20.348,14.285,20.435,25.699,28.623,33.216,31.654,24.04,18.107,17.97,14.455,21.982,23.37,24.603,27.275,4416,2922,2449,2694,4272,6006,5022,4524,2813,2531,2601,2357,4176,5139,4304,5201,11
33.761,20.122,14.689,19.933,26.102,26.608,37.049,31.114,25.072,17.879,17.265,15.534,25.41,29.013,28.51,27.365,3696,2424,3242,3740,4183,5879,5715,4247,2188,2153,2198,2447,2826,3151,3035,3792,11
36.008,21.871,17.323,22.193,34.656,40.087,46.976,36.986,27.725,18.655,20.138,19.997,35.109,54.365,45.742,40.346,3937,2487,2271,2371,2829,4344,5361,4679,2411,1898,1959,1834,2649,3101,3668,4404,11
13.269,9.9621,8.2318,8.9224,21.871,22.548,24.673,12.648,8.055,9.0552,9.7564,10.935,19.186,31.929,19.937,14.582,3824,2403,2088,2326,3697,4681,4094,3944,2400,2012,1952,1996,3661,3929,3366,4412,11
37.902,24.582,17.599,21.501,27.761,33.429,40.43,33.454,29.659,23.201,19.71,16.835,28.158,30.977,30.423,31.32,3602,2067,1944,2125,2976,4288,4071,3775,2354,2044,1891,1975,2984,3943,3159,4131,11
34.133,22.802,18.263,23.916,37.516,36.252,45.265,31.6,24.44,18.782,18.916,18.058,36.912,56.649,56.632,34.504,4347,3729,2672,2575,3538,4836,5169,4120,2765,2772,2858,2359,3219,3660,3407,4839,11
33.475,21.581,16.259,23.468,39.819,32.595,42.207,32.137,26.728,19.315,19.465,17.636,37.243,34.212,29.636,29.965,3689,2110,1746,2193,3074,4157,3970,3721,2293,2044,1891,1985,3153,3620,3076,4450,11
34.389,21.585,14.756,20.356,25.29,32.593,41.71,34.268,25.54,18.303,18.129,16.639,26.076,27.789,33.892,31.57,4465,3119,2595,2674,3920,5448,5113,4535,4326,3607,2784,2523,4177,5217,4704,5306,11
12.831,10.821,9.3522,9.8949,23.915,22.418,23.24,13.39,8.6651,10.341,11.433,12.412,20.612,36.583,21.509,14.665,4632,3311,2469,2782,3955,5605,5948,4595,2547,2440,2555,2230,3533,3930,3330,4286,11
33.321,21.221,15.048,20.539,25.557,28,33.552,31.287,23.047,18.123,17.97,14.901,22.866,23.513,25.602,24.418,3693,2280,2032,2238,2981,4701,5592,4581,2745,2008,1822,1780,2964,3602,3908,5038,11
32.191,19.155,14.403,20.013,26.365,29.838,32.86,30.92,25.275,15.713,18.507,16.547,24.883,26.004,24.296,26.476,4477,2701,2114,2476,4033,5406,5524,4034,3092,2554,2438,2179,3923,5273,4659,4686,11
11.947,10.218,8.3803,9.6516,24.707,21.712,22.831,14.095,8.5362,8.7544,9.9126,11.169,20.962,30.996,19.043,14.321,3646,2227,2020,2365,3442,4284,4375,3860,2326,2013,1976,1965,3288,3752,3254,4295,11
35.482,28.448,18.363,21.796,30.553,28.928,36.243,32.255,26.179,22.913,22.998,18.724,30.032,32.94,30.162,27.227,3888,2347,2136,2452,3778,4562,4374,3975,2361,2030,1968,2077,3491,3854,3273,4306,11
33.525,24.007,17.369,22.344,26.859,28.956,33.849,28.561,25.475,20.574,19.982,17.356,23.356,23.092,23.04,26.316,3581,2125,1931,2432,3147,3861,3153,3070,2130,1889,1921,2107,3215,2552,2159,3641,11
31.894,18.353,14.152,21.276,33.579,28.88,28.976,25.678,23.517,18.477,19.748,16.464,31.981,22.543,21.577,21.658,3519,2207,2048,2308,3739,4232,3820,2988,2207,2104,2161,2002,3470,3631,2709,3713,11
34.263,20.036,15.35,20.186,26.717,32.549,33.172,32.787,24.666,19.164,17.579,16.754,23.566,27.807,24.306,28.232,4097,2875,2214,2583,4564,4790,4466,4016,2444,2317,2431,2317,4268,4137,3171,4398,11
32.963,19.884,15.367,19.55,25.038,29.985,31.1,33.069,23.165,18.321,17.883,15.908,21.755,26.438,26.553,29.506,3199,1963,1596,1985,2962,3207,2784,2660,2003,1849,1993,1711,2707,2882,1892,3377,11
33.443,20.685,15.457,22.289,31.813,46.449,52.841,29.935,22.589,17.144,18.63,16.246,28.072,35.373,36.24,25.279,4189,2772,2200,2316,3365,4890,6079,5301,2655,2142,2080,1902,3136,4128,4041,5395,11
33.691,18.915,14.664,20.053,28.259,29.403,28.768,28.441,23.634,17.612,17.75,16.74,25.997,24.951,23.592,26.217,4151,2958,2118,2259,2766,4064,5594,4736,2765,2216,2075,1898,2777,3501,3642,4860,11
34.612,20.205,15.434,20.158,25.069,30.621,40.03,33.798,27.318,17.964,18.391,17.133,25.343,32.899,29.87,31.637,3654,2215,1764,2288,3521,4273,4350,3825,2490,1925,2064,1985,3295,3303,3352,4518,11
12.295,10.725,9.2114,9.3755,24.644,24.621,23.737,13.426,8.7502,9.5455,11.651,13.852,21.523,39.554,20.946,14.755,3426,2818,2524,2296,4763,6208,4959,2899,2162,2336,2933,3213,4124,7608,4311,3623,11
38.397,26.111,18.349,22.435,30.425,35.985,44.569,36.5,30.401,23.583,19.839,16.92,29.363,33.222,31.959,34.25,4541,3045,2426,2819,4305,6294,6526,4569,2401,2364,2484,2189,3980,4670,4103,4565,11
31.382,18.074,13.202,19.466,24.656,21.494,24.478,22.76,22.626,15.684,18.01,13.883,20.054,17.053,13.796,18.145,3456,2370,2023,2459,3441,4108,3277,2976,2055,1754,2190,1926,2991,3278,2236,3407,11
12.388,9.9855,8.0513,8.5051,24.226,20.885,24.591,12.943,12.08,9.7045,10.745,11.246,20.025,33.885,20.21,18.101,4939,4011,3126,2813,3839,5282,5777,4891,3198,3162,3322,2471,3664,4565,3828,4897,11
33.829,26.174,17.537,21.209,27.414,26.405,33.243,29.77,24.774,22.556,20.972,16.976,25.967,25.946,25.97,28.296,3993,2624,2200,2339,3524,5697,4639,3985,2964,2763,2750,2424,3531,4961,4344,4317,11
30.746,19.256,13.324,20.699,28.523,25.607,25.128,23.138,23.068,16.89,19.139,16.199,26.399,20.057,17.194,19.714,4736,3428,2499,2513,4134,4931,4898,4544,3699,3375,2878,2194,3851,4645,4099,4593,11
34.585,20.101,15.103,20.491,25.825,29.564,31.864,34.315,24.176,18.571,18.027,15.916,23.99,24.776,25.42,28.15,3651,2403,2066,2568,4378,4625,4206,3216,2386,2277,2172,1880,4226,3862,3143,3903,11
31.345,19.153,13.462,19.902,30.408,24.917,27.859,23.76,22.486,17.529,19.067,14.77,29.086,20.683,19.308,20.7,4031,2536,2175,2321,3968,5629,5365,4804,2839,2346,2300,2164,3662,4243,4263,5104,11
34.781,20.681,13.85,20.066,25.24,30.735,34.356,29.826,23.377,17.612,18.87,14.787,21.186,21.448,24.418,24.802,4020,2828,2194,2211,2985,4655,4889,4584,2534,2155,2200,1802,2961,3491,3369,4031,11
31.501,19.738,14.043,22.357,30.003,29.633,29.242,23.988,22.469,17.379,19.195,16.859,28.98,23.965,22.283,21.584,3319,1939,1706,2033,2658,2754,2886,2726,1994,1689,1748,1632,2481,2245,1835,3166,11
34.508,22.011,17.875,24.509,34.679,44.414,48.452,33.018,23.783,17.19,19.724,18.739,30.351,48.52,48.232,27.938,4226,2734,2080,2367,3274,4438,5396,4994,2490,2081,2116,1816,3014,3231,3503,4323,11
35.941,21.91,16.451,21.845,28.345,35.637,37.256,30.062,29.959,24.328,19.233,19.322,34.224,34.384,33.744,35.624,3754,2414,1993,2169,3145,4849,5215,4360,2770,2117,2043,1924,3211,4239,3827,4880,11
35.166,21.911,18.321,23.502,33.811,40.273,44.225,30.835,24.416,17.682,18.944,17.378,30.785,47.133,49.212,30.166,4089,2648,2113,2443,3206,4795,5730,4824,2500,2104,2232,2131,3041,4332,4133,4693,11
31.822,19.798,14.383,19.344,28.275,25.912,25.109,23.125,22.74,17.055,18.684,14.662,24.743,20.822,18.323,19.607,4096,2490,1938,2145,3005,4270,5248,4907,2526,2058,1932,1665,2705,3487,3581,4901,11
32.501,19.458,15.058,22.687,34.006,27.508,30.106,23.499,23.428,18.216,18.246,16.18,31.752,22.263,23.067,22.044,3814,2171,1747,2448,3703,4481,4237,4089,2457,2068,1979,1643,3269,3364,3109,4430,11
33.543,20.017,15.224,21.591,27.514,30.338,36.531,27.494,26.329,17.274,17.944,17.082,26.199,31.345,29.31,26.839,3830,2498,2145,2374,2909,4182,4831,4058,2371,1889,1959,1814,2500,2923,3133,4238,11
34.181,22.148,15.985,21.766,35.629,33.327,32.926,28.536,23.392,18.584,19.554,17.256,34.634,27.891,26.96,28.455,4364,2694,2285,2491,3899,5069,5526,4706,2665,2348,2246,2191,3788,3906,3728,4751,11
33.548,20.158,14.746,20.537,26.138,28.622,35.784,30.156,23.978,18.082,18.105,16.093,23.3,24.348,24.546,25.445,4494,3201,2589,2874,4259,6588,6922,4412,2299,2246,2577,2237,3584,4689,4552,4087,11
34.659,21.069,16.83,22.531,28.047,41.119,43.186,27.371,22.367,18.457,19.204,16.463,25.462,32.878,32.191,24,4309,2995,2432,2860,4234,5159,5192,4317,3198,2773,2520,2264,4405,5322,4328,4889,11
33.585,20.987,14.918,21.082,24.5,30.945,34.688,29.29,23.983,17.439,19,15.439,20.836,22.349,24.204,23.984,4031,2418,2022,2358,3096,4311,5098,4643,2599,1878,2124,1872,2623,2952,3638,4270,11
32.336,18.399,13.946,18.873,26.262,28.381,29.064,23.805,22.888,17.23,17.663,14.513,21.991,20.437,19.13,21.328,4722,3074,2363,2473,4308,6103,5679,4570,4156,2932,2518,2185,4261,5684,5285,5614,11
34.015,20.97,15.44,21.719,31.665,48.405,52.413,30.106,22.924,16.999,18.846,15.447,27.647,36.147,35.957,25.281,3399,2265,1866,2107,2592,4027,4695,4008,2519,2086,1723,1920,2732,3444,3833,4732,11
31.99,18.82,14.603,20.467,28.432,26.684,30.259,23.351,23.37,17.29,19.191,16.982,26.743,22.372,20.85,20.379,4565,3289,2648,2848,4139,6115,6317,4468,2331,2407,2595,2268,3544,4148,3845,3919,11
33.422,21.516,15.719,20.332,26.663,33.242,33.813,26.851,26.143,25.216,20.376,17.769,27.383,34.077,33.841,29.726,3503,2182,1943,2445,3221,4155,4750,3608,2452,2007,1998,2058,3027,3292,3293,4303,11
37.693,29.237,19.483,23.006,29.059,30.834,34.075,31.805,30.949,33.553,23.622,19.181,28.137,35.992,36.542,29.203,4223,2818,2159,2169,2893,4402,5332,4665,2648,2163,2153,1956,2966,3516,3538,4453,11
32.829,20.028,15.177,19.565,24.839,30.063,35.272,33.46,23.443,17.402,17.856,15.782,22.312,26.784,27.445,28.324,3278,2668,2354,2344,4695,5693,4676,2879,2535,2451,2849,2930,4120,7250,4030,4173,11
32.566,19.774,14.567,20.838,25.954,27.665,31.114,28.457,24.604,16.868,20.048,15.798,24.555,25.435,25.3,25.371,3855,2507,1863,2230,3159,4621,4871,4371,2852,2140,1945,1766,2951,3862,3527,4960,11
30.705,17.189,13.157,18.946,24.621,23.696,23.88,22.118,23.684,16.12,18.809,15.273,22.67,18.316,15.547,19.186,4211,2847,2341,2387,3451,4256,4876,4495,2795,2338,2269,1798,3347,4188,3431,4610,11
35.712,21.429,16.05,20.784,26.042,32.579,41.35,37.22,26.337,18.469,18.806,17.326,26.944,28.934,33.991,33.585,4199,2964,2280,2817,4467,6861,7828,4405,2280,2080,2473,2216,3850,4866,4974,4404,11
33.025,19.969,15.121,20.253,27.207,28.344,30.773,28.724,24.66,16.945,19.453,16.27,25.782,25.545,25.011,25.583,3847,2372,2166,2267,2761,4379,5247,4423,2402,1840,1899,1815,2565,3002,3701,4259,11
11.804,10.039,8.0975,9.1791,24.474,21.057,23.543,13.984,8.5342,8.6502,10.145,11.106,21.019,30.801,19.082,14.244,3439,2292,1956,2550,3834,3987,3509,3041,2289,2026,2037,1839,3522,3278,2487,3665,11
35.21,20.963,16.151,20.825,25.451,29.84,40.414,31.918,25.235,18.812,17.854,15.286,24.008,25.727,25.974,29.459,3684,2439,1965,2235,3199,4838,5143,4982,2822,2251,1952,1733,3368,4466,4157,4644,11
34.267,21.238,15.153,20.063,25.206,28.962,33.956,29.772,23.348,17.714,19.687,14.79,22.241,21.622,24.724,26.41,4323,3246,2451,2462,3961,5512,5763,4757,3206,2581,2609,2164,3948,4641,4338,4867,11
33.811,25.555,18.932,21.944,27.132,28.217,35.302,30.579,25.823,22.651,21.066,17.344,25.374,25.33,25.917,28.284,3157,2827,2166,2133,4995,5569,4885,3321,2256,2405,2717,2716,4217,6980,4135,4058,11
34.581,22.342,15.12,20.55,26.917,31.401,35.485,33.948,23.809,18.163,17.923,16.669,26.736,27.28,31.306,30.697,3519,2178,1937,2089,2906,3823,3483,3010,2116,1854,2171,1765,2407,2758,2393,3864,11
34.396,26.831,18.37,22.143,28.156,27.453,33.548,29.601,25.117,23.209,20.314,17.813,28.032,26.535,25.784,30.134,3774,2263,1928,2170,3171,4451,4534,4522,2418,2099,2027,1917,2941,3508,3496,4504,11
15.109,12.074,10.81,9.3711,27.745,26.84,28.094,15.061,12.533,11.766,13.112,12.776,23.774,42.898,24.743,19.374,4522,3073,2447,2450,4156,6024,5467,4619,4177,2942,2635,2263,4448,5608,4682,5658,11
31.832,18.797,12.718,20.2,31.592,26.013,29.889,23.018,22.613,17.398,18.948,14.409,30.812,21.206,20.036,20.73,3128,2026,1611,1917,2818,2979,2643,2784,1927,1825,1873,1716,2551,2546,1930,3502,11
34.775,20.895,14.338,20.93,25.049,32.602,34.412,33.501,24.054,17.655,18.805,15.799,21.704,22.751,28.683,30.324,3439,2846,2533,2346,4979,5969,4980,2990,2400,2535,2956,3070,4698,7479,4720,4106,11
34.542,19.699,16.141,21.48,30.698,33.31,39.29,33.864,24.551,18.044,19.636,18.565,30.178,28.016,27.498,28.944,3894,2585,2156,2580,3749,4890,4932,4091,2795,2350,2488,2283,4022,5180,4145,4388,11
36.222,22.906,17.261,22.579,36.472,45.747,49.031,34.098,23.896,18.966,20.482,16.854,33.32,38.945,35.89,26.942,4376,3045,2397,2748,4616,7372,7731,4528,2359,2178,2563,2198,3892,5100,5137,4217,11
32.791,19.466,15.587,21.18,26.078,30.853,35.737,30.075,23.376,17.614,19.242,16.397,25.403,26.307,24.447,26.219,4082,2798,2231,2574,3363,4761,5949,4804,2962,2279,2313,2230,3172,4368,4228,5196,11
34.05,20.479,15.345,21.674,28.242,31.58,33.997,29.496,25.68,17.723,18.4,16.968,27.197,32.406,28.78,27.142,3620,2920,2453,2234,4612,6122,4663,3231,2679,2580,2818,2895,4122,7277,3853,4241,11
34.1,21.648,13.969,19.948,24.971,30.771,35.491,31.71,24.008,18.288,18.672,14.085,19.778,22.431,24.512,25.388,3706,2436,1787,2397,3408,4201,3782,3283,2149,2360,2289,1875,3215,3379,2418,4028,11
34.046,20.232,14.17,20.937,30.808,32.064,41.145,33.225,25.223,17.934,16.976,16.554,30,33.894,35.678,31.316,4445,3120,2287,2404,3312,4619,6078,4998,2723,2118,2130,1896,3124,3554,3994,4892,11
34.306,21.992,17.543,24.69,33.271,39.552,48.557,33.296,23.734,17.461,19.043,18.68,29.988,46.51,43.671,30.454,3671,2372,2085,2457,3711,4323,3450,3053,2134,1926,2121,1950,3243,3246,2550,3844,11
35.74,20.908,16.985,21.18,27.822,28.555,36.588,27.969,27.379,19.799,19.238,17.096,24.591,28.206,29.397,27.68,3902,2466,2292,2990,4381,5303,4180,3434,2254,2242,2637,2486,4070,4162,3408,3861,11
36.211,22.344,18.935,21.041,29.328,33.907,38.27,31.17,38.763,31.792,21.212,18.117,31.17,36.457,33.035,33.686,3867,2240,2126,2172,3179,4478,4742,4607,2485,2102,1932,1836,2796,3588,3715,4966,11
35.75,20.549,14.785,20.775,28.303,37.865,35.917,33.265,25.795,17.498,18.754,17.246,27.138,26.724,26.134,29.216,4337,3810,2765,2746,3595,4440,5588,4768,2861,2891,2766,2249,3302,3575,3878,4484,11
34.868,22.73,17.362,22.871,27.828,29.913,35.32,29.386,25.571,19.879,19.44,18.053,24.207,24.711,22.543,24.959,3355,2875,2410,2142,4436,6113,5166,2972,2275,2414,2836,2901,3625,6612,4391,3808,11
33.792,19.886,13.974,20.286,25.518,29.792,33.058,30.954,23.772,17.894,17.913,15.954,23.472,26.384,25.885,29.598,3003,2723,2269,2076,4568,5492,4869,3006,2181,2331,2812,2781,3807,6813,4241,3813,11
13.704,11.926,10.265,21.186,29.875,35.774,36.292,16.923,9.0965,9.9873,19.295,35.878,50.251,95.045,25.591,16.263,3590,2208,1931,2309,3685,4095,3668,3194,2218,2117,2019,1982,3233,3223,2525,3391,11
31.861,20.035,15.239,22.421,32.77,32.111,29.742,25.403,22.4,17.867,19.841,17.483,31.714,26.887,24.842,23.061,3968,2521,2079,2148,3102,4546,5190,5244,2743,2040,1998,1842,2916,3247,4202,5170,11
33.696,21.827,16.346,20.426,24.762,28.677,31.008,30.987,23.374,18.822,19.058,14.939,22.639,23.627,24.753,27.292,4081,2830,2015,2222,3010,4341,4636,4670,2444,2029,2123,1740,2680,3161,3155,3724,11
32.823,21.205,16.356,20.111,24.542,28.311,36.555,30.328,24.785,18.404,19.177,16.926,24.029,24.497,27.254,31.593,4153,2686,2089,2312,3152,4352,5127,4851,2560,2066,2187,1851,2889,3286,3156,3882,11
34.821,20.944,17.678,22.36,29.393,37.174,40.954,28.743,23.911,17.623,19.702,17.267,24.076,24.062,24.57,22.21,3416,2253,1886,2177,3383,4117,4045,3467,2267,1910,2094,1971,3184,3167,3300,4401,11
35.332,22.9,16.148,20.475,30.978,36.04,35.739,30.171,28.695,26.12,19.87,16.922,31.539,35.368,31.98,27.844,4337,2783,2332,2624,3299,4680,5267,4378,2600,2150,2363,2053,3296,4173,3999,4963,11
34.838,22.059,17.077,22.124,30.642,36.894,39.376,28.095,23.215,18.52,19.228,17.347,24.867,23.669,24.729,21.48,4457,3024,2246,2443,3689,5221,6077,5360,2798,2443,2251,1876,3519,4370,4484,5227,11
33.918,25.854,18.24,22.119,26.685,28.699,35.136,30.678,25.416,22.273,21.089,17.616,25.569,25.905,26.971,29.691,3535,2922,2601,2268,4783,6283,4924,3041,2574,2714,3035,3021,4146,7126,4528,4217,11
33.844,19.623,16.138,20.241,24.98,29.962,33.405,31.302,25.464,18.955,17.473,15.465,23.251,23.919,23.769,27.6,4415,2831,2383,2310,3322,5102,6092,5275,2829,2360,2189,1991,3183,3616,4744,5103,11
34.358,21.942,16.098,22.725,34.64,44.12,51.696,31.204,23.473,18.103,19.875,16.546,32.462,35.837,34.946,25.938,2958,2590,2070,2044,4451,5286,4151,2824,2060,2215,2658,2631,3825,6723,3875,3805,11
35.031,22.049,17.697,22.24,30.816,38.326,43.122,31.628,24.315,18.735,18.994,18.104,30.341,49.192,43.696,34.882,4529,3416,2637,2859,4394,6373,6667,4816,2580,2528,2531,2393,3895,5131,4694,4761,11
33.78,22.129,16.286,21.736,28.577,35.239,39.379,28.668,22.534,18.666,18.833,17.143,24.007,24.228,24.402,21.252,4033,2704,1886,2388,3128,4324,5575,4301,2547,2099,2127,2044,2983,3239,3436,4688,11
11.992,10.419,9.5056,9.76,25.758,22.869,21.263,13.875,9.0309,10.03,10.624,11.945,22.062,35.451,20.56,14.549,4277,2927,2122,2415,3424,4971,5978,5489,2766,2415,2230,1952,3310,4086,4547,5525,11
33.303,18.955,14.677,19.675,28.26,28.679,29.105,28.561,23.882,17.011,18.266,16.693,25.764,25.465,24.549,24.873,3677,2447,1937,2550,4055,4355,3727,3294,2172,2129,2063,2010,3637,3092,2801,3772,11
34.74,23.878,44.628,52.157,45.736,71.133,71.369,42.769,24.535,23.562,23.652,27.934,27.584,27.965,31.183,22.091,3759,2515,1915,2161,2899,4079,5002,4307,2814,2118,2024,1921,2745,3159,3580,4522,11
35.402,20.441,16.22,21.315,24.79,30.008,39.927,32.576,24.04,17.988,18.034,15.295,23.746,25.416,26.546,29.164,4605,3279,2675,3319,5279,7058,7382,5363,2934,2439,2871,2547,4379,6397,5774,4954,11
35.281,31.592,19.671,22.749,30.171,29.043,35.72,31.701,26.54,25.921,23.981,19.729,30.878,32.742,30.163,29.533,4744,3420,2818,3057,4092,6149,6282,4638,2548,2425,2716,2363,3704,4062,3736,4043,11
34.499,21.628,15.605,20.431,27.209,32.591,36.58,36.208,23.621,18.487,18.803,16.818,26.508,27.026,32.497,32.827,3901,2556,1991,2193,3212,4977,5268,5177,2784,2250,2085,1848,3365,4304,4176,4773,11
35.164,23.611,16.509,20.252,29.046,32.011,34.327,29.49,30.102,26.141,18.342,16.312,30.88,32.806,26.05,27.556,3879,2322,1857,2271,3218,4590,5079,4385,2761,2140,2088,1765,2999,3926,3834,4756,11
32.245,19.642,13.768,20.785,27.246,28.66,29.984,28.737,23.96,16.275,17.454,16.561,24.281,24.656,23.26,24.872,4781,3300,2605,2881,4785,7236,6988,5926,3124,2437,2608,2666,4397,6788,5776,5495,11
32.68,19.281,13.658,19.696,27.758,26.121,25.612,22.472,23.109,17.126,18.45,14.957,24.52,21.068,19.021,19.877,4128,2982,2239,2368,2913,4107,4849,4588,2459,2155,2374,1878,2719,3170,3472,4636,11
34.555,20.656,14.81,20.307,26.092,30.429,33.751,33.691,24.471,19.024,18.556,16.081,23.372,24.078,23.108,24.674,4549,3211,2515,2557,3904,5264,5551,4741,4103,3611,2696,2462,3784,5283,4540,5196,11
34.165,21.713,15.985,20.347,25.67,30.149,31.535,31.353,23.347,18.202,19.547,15.716,23.551,23.253,25.316,27.333,3123,2171,1661,2104,2511,2881,2610,2815,1867,1761,1745,1730,2385,2461,1927,3561,11
